instance_id,is_correct
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,0
11,0
12,0
13,1
14,0
15,1
16,0
17,0
18,1
19,0
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,0
31,0
32,0
33,1
34,1
35,1
36,0
37,0
38,0
39,0
40,1
41,1
42,1
43,1
44,1
45,1
46,0
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,0
63,1
64,0
65,1
66,1
67,1
68,0
69,0
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,0
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,0
102,1
103,1
104,0
105,1
106,1
107,1
108,1
109,0
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,0
123,1
124,1
125,1
126,0
127,1
128,1
129,0
130,1
131,1
132,1
133,1
134,0
135,1
136,0
137,1
138,0
139,1
140,1
141,0
142,0
143,1
144,0
145,1
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,1
154,0
155,1
156,1
157,0
158,0
159,1
160,0
161,0
162,0
163,1
164,0
165,1
166,1
167,1
168,0
169,0
170,1
171,1
172,0
173,1
174,1
175,1
176,1
177,1
178,0
179,1
180,0
181,0
182,1
183,1
184,1
185,1
186,1
187,1
188,0
189,1
190,1
191,0
192,1
193,1
194,1
195,1
196,0
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,0
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,0
218,1
219,0
220,1
221,1
222,1
223,1
224,0
225,1
226,0
227,1
228,1
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,0
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,0
255,1
256,1
257,1
258,1
259,1
260,0
261,1
262,0
263,1
264,0
265,1
266,0
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,0
275,1
276,0
277,0
278,1
279,0
280,1
281,1
282,1
283,1
284,0
285,1
286,1
287,1
288,1
289,1
290,1
291,0
292,0
293,1
294,0
295,1
296,0
297,1
298,1
299,1
300,0
301,0
302,0
303,1
304,0
305,0
306,0
307,0
308,1
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,1
318,0
319,0
320,1
321,1
322,1
323,1
324,1
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,0
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,0
373,1
374,0
375,1
376,1
377,0
378,1
379,0
380,0
381,1
382,0
383,1
384,0
385,1
386,0
387,0
388,1
389,1
390,1
391,1
392,0
393,1
394,1
395,1
396,1
397,1
398,1
399,0
400,1
401,1
402,0
403,1
404,0
405,1
406,1
407,1
408,0
409,0
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,1
434,0
435,1
436,0
437,0
438,0
439,0
440,1
441,1
442,1
443,1
444,1
445,0
446,0
447,1
448,1
449,1
450,1
451,0
452,0
453,1
454,1
455,1
456,1
457,0
458,0
459,0
460,0
461,1
462,0
463,1
464,0
465,1
466,0
467,0
468,1
469,0
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,0
481,0
482,0
483,1
484,0
485,1
486,0
487,1
488,0
489,0
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,0
533,1
534,0
535,1
536,1
537,1
538,1
539,1
540,0
541,0
542,0
543,1
544,0
545,1
546,0
547,0
548,1
549,0
550,1
551,0
552,1
553,1
554,0
555,1
556,1
557,1
558,0
559,0
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,0
577,1
578,1
579,1
580,0
581,1
582,0
583,1
584,0
585,1
586,1
587,1
588,1
589,0
590,1
591,1
592,1
593,1
594,0
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,0
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,0
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,0
635,1
636,1
637,1
638,1
639,1
640,0
641,1
642,1
643,1
644,0
645,1
646,0
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,0
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,0
677,1
678,1
679,1
680,1
681,0
682,1
683,1
684,0
685,1
686,0
687,1
688,0
689,1
690,0
691,1
692,1
693,1
694,1
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,1
708,0
709,0
710,0
711,0
712,0
713,1
714,0
715,1
716,0
717,0
718,0
719,0
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,0
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,0
753,1
754,1
755,1
756,1
757,0
758,0
759,0
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,0
771,1
772,0
773,1
774,0
775,1
776,0
777,0
778,0
779,0
780,1
781,0
782,1
783,1
784,1
785,1
786,1
787,1
788,0
789,0
790,1
791,0
792,0
793,1
794,0
795,1
796,1
797,1
798,1
799,1
800,0
801,0
802,1
803,1
804,0
805,0
806,0
807,0
808,1
809,1
810,1
