instance_id,output_text,ground_truth,similarity_score,correct
0,Dance Move,['shooting arrow'],0.3913828730583191,False
1,Robot Pose,['shooting arrow'],0.2871796786785126,False
2,Skateboarding trick,['shooting arrow'],0.19229590892791748,False
3,Action: Archery,['shooting arrow'],0.7118417024612427,True
4,Dance Move,['shooting arrow'],0.3913828730583191,False
5,Dance Routine,['shooting arrow'],0.21934033930301666,False
6,Dance Mimic,['shooting arrow'],0.24811811745166779,False
7,Standing and Pointing,['shooting arrow'],0.35563206672668457,False
8,Phone Call,['shooting arrow'],0.10038064420223236,False
9,Phone Call,['shooting arrow'],0.10038064420223236,False
10,The person is miming a walking action. Walking,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.018412649631500244,False
11,Walking,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.19079381227493286,False
12,Phrase: Skateboarding trick,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.1411340832710266,False
13,Gym Preparation,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.5720481872558594,True
14,Dance Routine,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.363781213760376,False
15,Walking,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.19079381227493286,False
16,Robot or Suit Miming,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.13349975645542145,False
17,Phone gesture,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.1880733221769333,False
18,Gesture: Pointing Up,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.196449413895607,False
19,Walking,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.19079381227493286,False
20,Kick,['baseball swing'],0.32855650782585144,False
21,Walking,['baseball swing'],0.26693302392959595,False
22,The person is skateboarding. Skateboarding,['baseball swing'],0.18464598059654236,False
23,Phrase: Pitching a baseball,['baseball swing'],0.6108378767967224,True
24,Kick,['baseball swing'],0.32855650782585144,False
25,Miming Baseball Player,['baseball swing'],0.5268230438232422,True
26,Robot dance,['baseball swing'],0.17170588672161102,False
27,Dance Spin,['baseball swing'],0.2606639266014099,False
28,Phone Call,['baseball swing'],0.17916256189346313,False
29,Action: Baseball swing,['baseball swing'],0.8997412323951721,True
30,The person is 'skateboarding'.,['baseball pitch'],0.19761493802070618,False
31,Kick,['baseball pitch'],0.28589513897895813,False
32,The person is 'skateboarding'.,['baseball pitch'],0.19761493802070618,False
33,Pitching,['baseball pitch'],0.6828948855400085,True
34,Running,['baseball pitch'],0.2279418706893921,False
35,Pitching,['baseball pitch'],0.6828948855400085,True
36,Robot dance,['baseball pitch'],0.13459143042564392,False
37,Running,['baseball pitch'],0.2279418706893921,False
38,Skateboarding Trick,['baseball pitch'],0.2742707133293152,False
39,Running,['baseball pitch'],0.2279418706893921,False
40,Dance Spin,['basketball shot'],0.19102248549461365,False
41,Dance Bow,['basketball shot'],0.30742186307907104,False
42,Jumping on Skateboard,['basketball shot'],0.24943500757217407,False
43,Action: Basketball shot,['basketball shot'],0.8517549633979797,True
44,Dance Routine,['basketball shot'],0.18081746995449066,False
45,Robot or Spacesuit,['basketball shot'],0.18473024666309357,False
46,Dance Routine,['basketball shot'],0.18081746995449066,False
47,Phone Call,['basketball shot'],0.20979246497154236,False
