instance_id,output_text,ground_truth,similarity_score,correct
0,Throwing something,['shooting arrow'],0.3888438642024994,False
1,Making a phone call,['shooting arrow'],0.053925901651382446,False
2,Throwing something,['shooting arrow'],0.3888438642024994,False
3,Throwing an object,['shooting arrow'],0.39716970920562744,False
4,Throwing object,['shooting arrow'],0.3938889503479004,False
5,Throwing an object,['shooting arrow'],0.39716970920562744,False
6,Standing on a rug,['shooting arrow'],0.25879231095314026,False
7,Spinning dance move,['shooting arrow'],0.30082350969314575,False
8,Spinning dance move,['shooting arrow'],0.30082350969314575,False
9,Dance spin,['shooting arrow'],0.24588531255722046,False
10,Throwing something,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.24105437099933624,False
11,Presenting an object,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.1069977879524231,False
12,Walking,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.19079378247261047,False
13,Deadlift action,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.6524169445037842,True
14,Balancing on chair,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.3045796751976013,False
15,Deadlift demonstration,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.629720151424408,True
16,"""Standing with authority.""","['alternating single arm curls', 'arm curls', 'weightlifting']",0.03943382203578949,False
17,Texting,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.21303275227546692,False
18,Throwing something,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.24105437099933624,False
19,Texting,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.21303275227546692,False
20,Throwing ball,['baseball swing'],0.5444133281707764,True
21,Dancing or martial arts move,['baseball swing'],0.23717913031578064,False
22,Throwing something,['baseball swing'],0.3299323618412018,False
23,Pitching motion,['baseball swing'],0.6034318804740906,True
24,Throwing something,['baseball swing'],0.3299323618412018,False
25,Pitching,['baseball swing'],0.5733768939971924,True
26,Standing still,['baseball swing'],0.21824412047863007,False
27,Dance spin,['baseball swing'],0.2606639266014099,False
28,Playing guitar,['baseball swing'],0.3326168358325958,False
29,Throwing something,['baseball swing'],0.3299323618412018,False
30,Throwing something,['baseball pitch'],0.3676965832710266,False
31,Throwing something,['baseball pitch'],0.3676965832710266,False
32,Throwing object,['baseball pitch'],0.34828776121139526,False
33,Throwing a pitch.,['baseball pitch'],0.764674186706543,True
34,Virtual boxing,['baseball pitch'],0.1948886662721634,False
35,Pitching action,['baseball pitch'],0.6645265817642212,True
36,Walking,['baseball pitch'],0.2105616331100464,False
37,Dance spin,['baseball pitch'],0.19013747572898865,False
38,Throwing something,['baseball pitch'],0.3676965832710266,False
