instance_id,output_text,ground_truth,similarity_score,correct
0,Phone Call Miming,['shooting arrow'],0.03907838463783264,False
1,Miming a shooting gesture,['shooting arrow'],0.49230313301086426,False
2,Martial Arts Pose,['shooting arrow'],0.25391900539398193,False
3,Archery Mimicry,['shooting arrow'],0.5940497517585754,True
4,Throwing a ball,['shooting arrow'],0.33651596307754517,False
5,Archery Preparation,['shooting arrow'],0.5923522710800171,True
6,Robot Mimicry,['shooting arrow'],0.17549654841423035,False
7,Pointing forward,['shooting arrow'],0.42740440368652344,False
8,Phone Call Miming,['shooting arrow'],0.03907838463783264,False
9,Boxing Stance Mimic,['shooting arrow'],0.23970074951648712,False
10,Phone Call Miming,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.1007668599486351,False
11,Waving or pointing,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.22322815656661987,False
12,Skateboarding Trick,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.19646045565605164,False
13,Weightlifting Mimicry,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.7299185395240784,True
14,Cleaning desks,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.09830248355865479,False
15,Lifting weights,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.8208645582199097,True
16,Robot Mimicry,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.18386584520339966,False
17,Phone Call Miming,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.1007668599486351,False
18,Miming a conversation,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.045586295425891876,False
19,Phone Call Miming,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.1007668599486351,False
20,Golf Swing Miming,['baseball swing'],0.6816016435623169,True
21,Dancing mimed,['baseball swing'],0.1942228376865387,False
22,Golf Swing Miming,['baseball swing'],0.6816016435623169,True
23,Pitching Action,['baseball swing'],0.5976158976554871,True
24,Baseball swing mimic,['baseball swing'],0.8251919746398926,True
25,Pitching motion,['baseball swing'],0.6034318804740906,True
26,Dancing imitation,['baseball swing'],0.1490316092967987,False
27,Golf Swing Miming,['baseball swing'],0.6816016435623169,True
28,Golf Swing Miming,['baseball swing'],0.6816016435623169,True
29,Golf Swing Miming,['baseball swing'],0.6816016435623169,True
30,Karate Move Mimic,['baseball pitch'],0.1234762892127037,False
31,Running Mimic,['baseball pitch'],0.07101303339004517,False
32,Miming skateboarding,['baseball pitch'],0.18871445953845978,False
33,Pitching,['baseball pitch'],0.6828949451446533,True
34,Dancing step,['baseball pitch'],0.1547354757785797,False
35,Pitching Motion Mimic,['baseball pitch'],0.5409846901893616,True
36,Dance Mimicry,['baseball pitch'],0.07733579725027084,False
37,Phone Call Miming,['baseball pitch'],0.12110508978366852,False
38,Phone Call Miming,['baseball pitch'],0.12110508978366852,False
39,Phone Call Miming,['baseball pitch'],0.12110508978366852,False
40,Phone Call Miming,['basketball shot'],0.08620229363441467,False
41,Combat Stance Mimic,['basketball shot'],0.1506795883178711,False
42,Phone Call Miming,['basketball shot'],0.08620229363441467,False
43,Miming Basketball Shot,['basketball shot'],0.8229411244392395,True
44,Dancing mimed,['basketball shot'],0.16684171557426453,False
45,Dribbling and shooting mimic,['basketball shot'],0.38876503705978394,False
46,Dance routine mimic,['basketball shot'],0.10956427454948425,False
47,Phone Call Miming,['basketball shot'],0.08620229363441467,False
