instance_id,is_correct
0,0
1,0
2,0
3,1
4,0
5,1
6,1
7,1
8,0
9,0
10,0
11,0
12,0
13,0
14,1
15,0
16,1
17,0
18,0
19,0
20,1
21,1
22,1
23,1
24,0
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,0
37,0
38,1
39,1
40,0
41,0
42,1
43,1
44,0
45,1
46,0
47,0
48,0
49,0
50,1
51,1
52,1
53,0
54,0
55,1
56,1
57,1
58,0
59,0
60,0
61,0
62,1
63,1
64,1
65,1
66,1
67,0
68,0
69,0
70,0
71,0
72,0
73,1
74,0
75,1
76,0
77,0
78,1
79,0
80,1
81,0
82,1
83,1
84,0
85,1
86,0
87,1
88,0
89,1
90,1
91,1
92,0
93,1
94,0
95,0
96,0
97,0
98,1
99,1
100,1
101,0
102,1
103,0
104,0
105,1
106,0
107,0
108,1
109,0
110,1
111,0
112,0
113,0
114,0
115,1
116,0
117,0
118,0
119,0
120,1
121,1
122,0
123,1
124,1
125,1
126,0
127,1
128,1
129,1
130,0
131,0
132,0
133,0
134,0
135,1
136,0
137,0
138,0
139,0
140,0
141,1
142,1
143,1
144,0
145,0
146,1
147,0
148,0
149,0
150,0
151,0
152,0
153,1
154,0
155,1
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,1
164,0
165,0
166,0
167,1
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,1
183,1
184,0
185,1
186,0
187,0
188,0
189,0
190,1
191,0
192,0
193,1
194,1
195,1
196,0
197,0
198,1
199,0
200,1
201,0
202,0
203,1
204,1
205,1
206,1
207,0
208,0
209,1
210,0
211,0
212,0
213,1
214,1
215,1
216,0
217,0
218,0
219,1
220,1
221,1
222,0
223,1
224,0
225,1
226,0
227,0
228,1
229,1
230,0
231,1
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,1
247,1
248,0
249,1
250,0
251,0
252,0
253,1
254,0
255,0
256,0
257,1
258,0
259,0
260,0
261,0
262,0
263,1
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,1
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,1
288,0
289,0
290,1
291,0
292,1
293,1
294,0
295,1
296,0
297,0
298,1
299,0
300,0
301,0
302,1
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,1
314,0
315,0
316,0
317,0
318,0
319,1
320,0
321,0
322,0
323,1
324,0
325,1
326,1
327,0
328,0
329,0
330,1
331,0
332,1
333,1
334,1
335,0
336,0
337,0
338,1
339,0
340,0
341,1
342,0
343,1
344,0
345,0
346,1
347,0
348,0
349,0
350,1
351,1
352,0
353,1
354,1
355,1
356,1
357,1
358,1
359,0
360,1
361,1
362,0
363,1
364,0
365,1
366,1
367,0
368,0
369,0
370,0
371,0
372,0
373,1
374,0
375,1
376,0
377,0
378,0
379,0
380,0
381,1
382,0
383,1
384,0
385,1
386,0
387,0
388,1
389,0
390,0
391,1
392,1
393,1
394,0
395,1
396,1
397,1
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,1
412,0
413,1
414,0
415,1
416,0
417,1
418,0
419,0
420,1
421,0
422,1
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,1
431,0
432,0
433,0
434,0
435,0
436,0
437,1
438,0
439,1
440,1
441,0
442,1
443,1
444,1
445,0
446,1
447,1
448,1
449,1
450,1
451,0
452,0
453,1
454,0
455,1
456,1
457,0
458,0
459,1
460,1
461,0
462,0
463,1
464,1
465,1
466,0
467,1
468,1
469,1
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,1
481,0
482,0
483,1
484,0
485,1
486,0
487,0
488,0
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,0
501,1
502,0
503,1
504,0
505,1
506,1
507,1
508,0
509,0
510,1
511,0
512,0
513,1
514,0
515,1
516,1
517,0
518,0
519,0
520,1
521,0
522,0
523,1
524,0
525,1
526,0
527,0
528,1
529,0
530,0
