instance_id,is_correct
0,1
1,1
2,0
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,1
19,0
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,0
31,0
32,0
33,1
34,0
35,1
36,0
37,0
38,0
39,1
40,1
41,0
42,1
43,1
44,1
45,1
46,0
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,0
61,0
62,0
63,0
64,1
65,1
66,0
67,0
68,0
69,0
70,1
71,1
72,1
73,1
74,1
75,1
76,0
77,1
78,1
79,0
80,1
81,1
82,1
83,1
84,1
85,1
86,0
87,1
88,0
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,0
101,1
102,0
103,1
104,0
105,1
106,1
107,1
108,0
109,0
110,1
111,0
112,1
113,1
114,1
115,1
116,0
117,1
118,1
119,1
120,1
121,1
122,0
123,1
124,0
125,1
126,0
127,0
128,0
129,0
130,0
131,0
132,1
133,0
134,1
135,0
136,1
137,1
138,0
139,1
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,0
179,1
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,1
191,0
192,1
193,1
194,1
195,1
196,0
197,0
198,0
199,1
200,1
201,0
202,1
203,1
204,1
205,1
206,0
207,1
208,1
209,1
210,0
211,0
212,0
213,1
214,0
215,1
216,0
217,0
218,1
219,0
220,0
221,0
222,1
223,1
224,0
225,0
226,0
227,1
228,1
229,1
230,0
231,0
232,1
233,0
234,1
235,0
236,1
237,1
238,1
239,0
240,0
241,0
242,1
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,1
257,0
258,0
259,0
260,0
261,0
262,0
263,1
264,0
265,0
266,0
267,0
268,0
269,0
270,1
271,0
272,1
273,1
274,0
275,0
276,0
277,0
278,0
279,0
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,0
290,0
291,1
292,1
293,1
294,1
295,0
296,0
297,1
298,1
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,1
319,0
320,0
321,1
322,0
323,0
324,1
325,1
326,0
327,0
328,0
329,1
330,0
331,0
332,0
333,0
334,1
335,0
336,1
337,0
338,1
339,0
340,1
341,0
342,1
343,1
344,0
345,1
346,1
347,0
348,1
349,1
350,0
351,0
352,1
353,1
354,1
355,1
356,1
357,0
358,1
359,1
360,0
361,1
362,0
363,0
364,0
365,0
366,0
367,1
368,1
369,0
370,0
371,0
372,0
373,1
374,0
375,1
376,1
377,0
378,0
379,1
380,0
381,1
382,0
383,1
384,0
385,1
386,1
387,0
388,0
389,1
390,1
391,0
392,0
393,1
394,1
395,1
396,1
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,1
411,1
412,1
413,1
414,0
415,1
416,1
417,0
418,1
419,1
420,0
421,0
422,1
423,1
424,0
425,1
426,0
427,0
428,1
429,0
430,1
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,1
443,1
444,0
445,0
446,0
447,0
448,1
449,0
450,0
451,0
452,1
453,1
454,0
455,1
456,0
457,1
458,1
459,0
460,1
461,0
462,0
463,1
464,0
465,1
466,0
467,0
468,0
469,0
470,1
471,0
472,1
473,1
474,1
475,1
476,0
477,0
478,0
479,1
480,1
481,0
482,1
483,1
484,0
485,1
486,0
487,1
488,0
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,0
497,0
498,1
499,1
500,1
501,1
502,0
503,1
504,1
505,1
506,0
507,0
508,1
509,0
510,0
511,1
512,1
513,1
514,0
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,0
531,0
532,0
533,1
534,0
535,1
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,1
544,0
545,1
546,0
547,0
548,0
549,0
550,1
551,0
552,1
553,1
554,0
555,1
556,0
557,1
558,1
559,1
560,0
561,1
562,1
563,0
564,1
565,1
566,1
567,0
568,0
569,1
570,1
571,0
572,1
573,1
574,1
575,0
576,0
577,1
578,1
579,1
580,0
581,1
582,0
583,1
584,0
585,0
586,0
587,0
588,1
589,0
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,0
606,1
607,1
608,0
609,1
610,0
611,0
612,0
613,1
614,0
615,0
616,0
617,1
618,1
619,1
620,1
621,0
622,1
623,1
624,0
625,1
626,0
627,1
628,1
629,0
630,0
631,1
632,1
633,1
634,1
635,1
636,0
637,1
638,1
639,1
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,0
660,1
661,1
662,1
663,1
664,0
665,1
666,1
667,1
668,1
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,0
696,1
697,0
698,1
699,1
700,1
701,0
702,1
703,1
704,1
705,0
706,0
707,1
708,0
709,1
710,1
711,1
712,0
713,0
714,0
715,1
716,0
717,0
718,0
719,0
720,1
721,0
722,1
723,1
724,0
725,1
726,0
727,0
728,0
729,1
730,1
731,1
732,0
733,1
734,1
735,1
736,1
737,1
738,1
739,0
740,0
741,1
742,0
743,0
744,1
745,1
746,1
747,0
748,0
749,0
750,0
751,1
752,0
753,1
754,0
755,1
756,1
757,0
758,0
759,0
760,1
761,1
762,1
763,1
764,0
765,1
766,1
767,1
768,1
769,0
770,0
771,0
772,0
773,1
774,0
775,1
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,1
784,1
785,1
786,0
787,0
788,0
789,0
790,0
791,1
792,0
793,1
794,0
795,0
796,0
797,1
798,1
799,0
800,0
801,1
802,1
803,1
804,0
805,0
806,0
807,0
808,1
809,0
810,1
