instance_id,is_correct
0,0
1,0
2,0
3,1
4,0
5,1
6,0
7,0
8,0
9,0
10,1
11,0
12,0
13,0
14,0
15,0
16,1
17,0
18,1
19,0
20,0
21,0
22,1
23,1
24,0
25,1
26,0
27,0
28,1
29,1
30,0
31,0
32,0
33,1
34,0
35,1
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,1
44,1
45,0
46,0
47,1
48,1
49,1
50,1
51,1
52,0
53,1
54,1
55,1
56,0
57,1
58,0
59,0
60,0
61,0
62,0
63,1
64,0
65,1
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,1
74,1
75,0
76,0
77,1
78,0
79,0
80,1
81,1
82,1
83,1
84,1
85,1
86,0
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,0
101,0
102,0
103,1
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,1
114,0
115,1
116,1
117,0
118,0
119,1
120,1
121,0
122,0
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,1
138,0
139,0
140,0
141,0
142,0
143,1
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,0
181,0
182,0
183,0
184,0
185,1
186,0
187,0
188,0
189,0
190,1
191,0
192,1
193,1
194,0
195,1
196,0
197,0
198,0
199,0
200,1
201,0
202,1
203,1
204,0
205,1
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,1
216,0
217,0
218,0
219,1
220,1
221,1
222,1
223,1
224,0
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,1
233,0
234,0
235,1
236,0
237,1
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,1
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,1
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,1
320,0
321,1
322,0
323,0
324,0
325,1
326,1
327,1
328,1
329,0
330,1
331,1
332,0
333,1
334,1
335,1
336,1
337,0
338,0
339,0
340,1
341,0
342,1
343,1
344,1
345,1
346,1
347,0
348,0
349,1
350,0
351,1
352,1
353,1
354,1
355,1
356,1
357,0
358,1
359,0
360,0
361,0
362,1
363,0
364,0
365,0
366,0
367,0
368,1
369,1
370,1
371,0
372,1
373,1
374,0
375,1
376,0
377,0
378,0
379,0
380,0
381,1
382,0
383,1
384,0
385,1
386,1
387,0
388,0
389,0
390,1
391,0
392,1
393,1
394,0
395,1
396,1
397,0
398,1
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,1
408,0
409,1
410,0
411,0
412,1
413,1
414,0
415,1
416,0
417,0
418,1
419,1
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,1
438,0
439,0
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,0
451,0
452,0
453,1
454,0
455,1
456,0
457,0
458,0
459,0
460,0
461,0
462,1
463,1
464,0
465,1
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,1
480,0
481,0
482,0
483,0
484,0
485,0
486,1
487,0
488,0
489,1
490,1
491,0
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,0
500,1
501,0
502,1
503,1
504,0
505,1
506,1
507,1
508,1
509,1
510,1
511,0
512,1
513,1
514,1
515,1
516,0
517,1
518,1
519,0
520,0
521,1
522,0
523,1
524,0
525,1
526,1
527,0
528,0
529,0
530,0
