instance_id,is_correct
0,0
1,0
2,0
3,1
4,0
5,1
6,0
7,0
8,0
9,0
10,0
11,1
12,1
13,1
14,1
15,1
16,1
17,0
18,0
19,0
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,0
28,1
29,1
30,0
31,0
32,0
33,1
34,0
35,1
36,0
37,0
38,0
39,0
40,0
41,1
42,0
43,1
44,0
45,1
46,0
47,0
48,1
49,0
50,1
51,0
52,0
53,1
54,0
55,1
56,0
57,0
58,1
59,0
60,0
61,0
62,0
63,1
64,1
65,1
66,1
67,0
68,0
69,1
70,0
71,0
72,0
73,1
74,0
75,1
76,0
77,0
78,1
79,0
80,1
81,1
82,1
83,1
84,1
85,1
86,0
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,0
97,1
98,1
99,1
100,0
101,0
102,0
103,1
104,0
105,1
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,0
117,0
118,0
119,0
120,1
121,1
122,0
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,0
131,0
132,0
133,0
134,0
135,1
136,0
137,0
138,0
139,0
140,0
141,1
142,1
143,1
144,0
145,1
146,1
147,0
148,0
149,0
150,0
151,0
152,0
153,1
154,0
155,1
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,1
164,0
165,1
166,0
167,0
168,0
169,0
170,0
171,0
172,1
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,1
184,0
185,1
186,0
187,0
188,0
189,0
190,0
191,0
192,1
193,1
194,1
195,1
196,0
197,0
198,1
199,0
200,0
201,0
202,0
203,1
204,0
205,1
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,0
225,1
226,0
227,0
228,1
229,1
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,1
238,0
239,0
240,0
241,1
242,0
243,1
244,0
245,1
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,1
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,1
271,1
272,0
273,0
274,1
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,1
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,1
291,0
292,1
293,1
294,0
295,1
296,0
297,1
298,1
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,1
322,0
323,1
324,1
325,1
326,1
327,0
328,0
329,0
330,0
331,1
332,1
333,0
334,0
335,0
336,1
337,0
338,0
339,0
340,0
341,1
342,0
343,1
344,1
345,1
346,1
347,0
348,0
349,0
350,0
351,1
352,0
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,0
361,1
362,0
363,1
364,0
365,1
366,1
367,0
368,1
369,0
370,0
371,1
372,0
373,1
374,1
375,1
376,1
377,0
378,0
379,0
380,0
381,1
382,0
383,1
384,0
385,1
386,1
387,0
388,0
389,0
390,0
391,1
392,1
393,1
394,0
395,1
396,1
397,1
398,0
399,1
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,1
412,1
413,1
414,0
415,1
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,1
434,0
435,0
436,0
437,0
438,0
439,0
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,0
451,0
452,0
453,1
454,1
455,1
456,1
457,1
458,0
459,1
460,1
461,0
462,1
463,1
464,0
465,1
466,1
467,1
468,1
469,1
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,1
481,0
482,1
483,1
484,1
485,1
486,0
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,0
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,0
513,1
514,0
515,1
516,1
517,0
518,0
519,0
520,0
521,0
522,0
523,1
524,0
525,1
526,0
527,0
528,0
529,0
530,0
