instance_id,output_text,ground_truth,similarity_score,correct
0,Throwing something,['shooting arrow'],0.3888438642024994,False
1,Punching,['shooting arrow'],0.4100572466850281,False
2,Throwing something,['shooting arrow'],0.3888438642024994,False
3,Throwing,['shooting arrow'],0.3849317133426666,False
4,Throwing frisbee,['shooting arrow'],0.31877267360687256,False
5,Shooting,['shooting arrow'],0.6371328830718994,True
6,Standing on rug,['shooting arrow'],0.2796720564365387,False
7,Throwing something,['shooting arrow'],0.3888438642024994,False
8,Throwing something,['shooting arrow'],0.3888438642024994,False
9,Playing guitar,['shooting arrow'],0.1790601909160614,False
10,Talking,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.23399600386619568,False
11,Standing,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.20016595721244812,False
12,Talking on phone,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.1498110145330429,False
13,Pick up barbell,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.5067681074142456,True
14,Jumping,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.3379610776901245,False
15,Lift weights,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.8030344843864441,True
16,Standing,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.20016595721244812,False
17,Talking on phone,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.1498110145330429,False
18,Standing,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.20016595721244812,False
19,Talking,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.23399600386619568,False
20,Throwing something,['baseball swing'],0.3299323618412018,False
21,Punching,['baseball swing'],0.37994059920310974,False
22,Throwing something,['baseball swing'],0.3299323618412018,False
23,Pitching,['baseball swing'],0.5733768939971924,True
24,Jumping rope,['baseball swing'],0.3784518837928772,False
25,Throwing baseball,['baseball swing'],0.6802375316619873,True
26,Standing,['baseball swing'],0.2638929784297943,False
27,Dancing,['baseball swing'],0.29023995995521545,False
28,Swinging bat,['baseball swing'],0.7827951908111572,True
29,Throwing something,['baseball swing'],0.3299323618412018,False
