instance_id,output_text,ground_truth,similarity_score,correct
0,Dancing,['shooting arrow'],0.3262283205986023,False
1,Dancing,['shooting arrow'],0.3262283205986023,False
2,Skateboarding,['shooting arrow'],0.168954998254776,False
3,Archery pose,['shooting arrow'],0.635414719581604,True
4,Dancing,['shooting arrow'],0.3262283205986023,False
5,Archery practice,['shooting arrow'],0.633578896522522,True
6,Dancing,['shooting arrow'],0.3262283205986023,False
7,Pointing and gesturing,['shooting arrow'],0.3739720582962036,False
8,Miming a phone call,['shooting arrow'],-0.008351726457476616,False
9,Pointing,['shooting arrow'],0.4495733380317688,False
10,Standing and gesturing,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.25928106904029846,False
11,Standing and waving,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.2093389481306076,False
12,Skateboarding,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.2927548289299011,False
13,Standing and gesturing,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.25928106904029846,False
14,Standing between desks,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.18748335540294647,False
15,Standing in gym,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.4964734613895416,False
16,Standing in classroom,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.14663968980312347,False
17,Throwing a rock,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.20804283022880554,False
18,Raising arm,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.6029529571533203,True
19,Clapping hands,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.30659839510917664,False
20,Walking,['baseball swing'],0.26693302392959595,False
21,Walking,['baseball swing'],0.26693302392959595,False
22,Skateboarding,['baseball swing'],0.31386709213256836,False
23,Pitching a baseball,['baseball swing'],0.6471803188323975,True
24,Walking on tiptoes,['baseball swing'],0.1933974027633667,False
25,Baseball player jumping,['baseball swing'],0.5569415092468262,True
26,Walking,['baseball swing'],0.26693302392959595,False
27,Playing guitar,['baseball swing'],0.33261677622795105,False
28,Dancing,['baseball swing'],0.29023993015289307,False
29,Swinging an object,['baseball swing'],0.6822018623352051,True
30,Skateboarding,['baseball pitch'],0.2668612003326416,False
31,Dancing,['baseball pitch'],0.23301944136619568,False
32,Skateboarding,['baseball pitch'],0.2668612003326416,False
33,Pitching a baseball,['baseball pitch'],0.7934727072715759,True
34,Dancing,['baseball pitch'],0.23301944136619568,False
35,Pitching a baseball,['baseball pitch'],0.7934727072715759,True
36,Walking on stilts,['baseball pitch'],0.17839036881923676,False
37,Kickboxing,['baseball pitch'],0.22718745470046997,False
38,Skateboarding,['baseball pitch'],0.2668612003326416,False
39,Running,['baseball pitch'],0.2279418706893921,False
40,Raising hand,['basketball shot'],0.208977609872818,False
41,Dancing,['basketball shot'],0.26202723383903503,False
42,Jumping,['basketball shot'],0.33339035511016846,False
43,Jumping and throwing ball,['basketball shot'],0.46541231870651245,False
44,Jumping rope,['basketball shot'],0.24335213005542755,False
45,Jumping up and down,['basketball shot'],0.29184603691101074,False
46,Dancing,['basketball shot'],0.26202723383903503,False
47,Raising arm,['basketball shot'],0.2679561972618103,False
48,Raising arm,['basketball shot'],0.2679561972618103,False
49,Waving hand,['basketball shot'],0.17314615845680237,False
50,Dancing,['basketball layup'],0.28330034017562866,False
51,Running,['basketball layup'],0.27447548508644104,False
52,Running and jumping,['basketball layup'],0.32138586044311523,False
53,Jumping rope,['basketball layup'],0.2871157228946686,False
54,Jumping rope,['basketball layup'],0.2871157228946686,False
55,Running,['basketball layup'],0.27447548508644104,False
56,Running,['basketball layup'],0.27447548508644104,False
57,Dancing,['basketball layup'],0.28330034017562866,False
58,Jumping over something,['basketball layup'],0.2900477349758148,False
59,Running,['basketball layup'],0.27447548508644104,False
60,Skateboarding,['bowling'],0.4258821904659271,False
61,Walking,['bowling'],0.3089575469493866,False
62,Skateboarding,['bowling'],0.4258821904659271,False
63,Bowling,['bowling'],1.0,True
64,Walking and gesturing,['bowling'],0.19378432631492615,False
65,Bowling,['bowling'],1.0,True
66,Walking,['bowling'],0.3089575469493866,False
67,Running,['bowling'],0.34374070167541504,False
68,Walking away,['bowling'],0.2503244876861572,False
69,Running,['bowling'],0.34374070167541504,False
70,Boxing,['boxing'],1.0,True
71,Walking,['boxing'],0.28924670815467834,False
72,Skateboarding,['boxing'],0.3430858254432678,False
73,Walking in place,['boxing'],0.18814772367477417,False
74,Boxing,['boxing'],1.0,True
75,Boxing,['boxing'],1.0,True
76,Walking,['boxing'],0.28924670815467834,False
77,Boxing,['boxing'],1.0,True
78,Taking a selfie,['boxing'],0.221843421459198,False
79,Taking a photo,['boxing'],0.1908338963985443,False
80,Texting,"['checking phone', 'sending text', 'using phone']",0.7252255082130432,True
81,Standing and holding hands up to face.,"['checking phone', 'sending text', 'using phone']",0.2637293040752411,False
82,Playing guitar,"['checking phone', 'sending text', 'using phone']",0.28447195887565613,False
83,Dancing,"['checking phone', 'sending text', 'using phone']",0.18116742372512817,False
84,Serve volleyball,"['checking phone', 'sending text', 'using phone']",0.12233199179172516,False
85,Standing in room,"['checking phone', 'sending text', 'using phone']",0.189700186252594,False
86,Standing and gesturing,"['checking phone', 'sending text', 'using phone']",0.2530277371406555,False
87,Walking and talking,"['checking phone', 'sending text', 'using phone']",0.3310372829437256,False
88,Standing and gesturing,"['checking phone', 'sending text', 'using phone']",0.2530277371406555,False
89,Eating,"['checking phone', 'sending text', 'using phone']",0.21338851749897003,False
90,Standing and gesturing,['checking watch'],0.1416107416152954,False
91,Dancing,['checking watch'],0.21632638573646545,False
92,Eating,['checking watch'],0.19435374438762665,False
93,Walking on tiptoes,['checking watch'],0.07821270823478699,False
94,Standing and gesturing,['checking watch'],0.1416107416152954,False
95,Dancing,['checking watch'],0.21632638573646545,False
96,Standing and gesturing,['checking watch'],0.1416107416152954,False
97,Pointing,['checking watch'],0.18902111053466797,False
98,Standing and gesturing,['checking watch'],0.1416107416152954,False
99,Pointing,['checking watch'],0.18902111053466797,False
100,Raising arm and fist,['climbing'],0.26638519763946533,False
101,Raising arm,['climbing'],0.33566832542419434,False
102,Skateboarding,['climbing'],0.4289255440235138,False
103,Rock climbing,['climbing'],0.8856726884841919,True
104,Waving arms,['climbing'],0.1739993393421173,False
105,Miming climbing,['climbing'],0.8530122637748718,True
106,Waving hand,['climbing'],0.10400187969207764,False
107,Dancing,['climbing'],0.350998193025589,False
108,Raising arm and pointing upwards.,['climbing'],0.3475210964679718,False
109,Dancing,['climbing'],0.350998193025589,False
110,Rolling on wheels,['throwing dart'],0.25115761160850525,False
111,Dancing,['throwing dart'],0.31496408581733704,False
112,Skateboarding,['throwing dart'],0.1489546000957489,False
113,Throwing a dart,['throwing dart'],0.9785869717597961,True
114,Dancing,['throwing dart'],0.31496408581733704,False
115,Dancing,['throwing dart'],0.31496408581733704,False
116,Robot dancing,['throwing dart'],0.2341107428073883,False
