instance_id,output_text,ground_truth,similarity_score,correct
0,Dancing or moving arms,['shooting arrow'],0.3173706531524658,False
1,Pointing finger towards camera,['shooting arrow'],0.28861165046691895,False
2,Person miming throwing something,['shooting arrow'],0.29092153906822205,False
3,Archery stance preparation,['shooting arrow'],0.5275340676307678,True
4,Throwing a ball,['shooting arrow'],0.336515873670578,False
5,Archery stance preparation,['shooting arrow'],0.5275340676307678,True
6,Robot dancing in living room,['shooting arrow'],0.21848635375499725,False
7,Pointing finger forward,['shooting arrow'],0.37290629744529724,False
8,Pumping fists in victory,['shooting arrow'],0.2870078384876251,False
9,boxing stance,['shooting arrow'],0.2940483093261719,False
10,Person is dancing,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.1560095101594925,False
11,Pointing finger at something,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.16724158823490143,False
12,Person is pointing finger,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.11853727698326111,False
13,Dancing or moving rhythmically,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.2783697843551636,False
14,Cleaning desks silently,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.01930053159594536,False
15,Robot miming weightlifting,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.6377809047698975,True
16,Robot cleaning desks,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.06483736634254456,False
17,Person adjusting shirt collar,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.21297422051429749,False
18,Person miming throwing something,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.13620606064796448,False
19,Person is clapping hands,"['alternating single arm curls', 'arm curls', 'weightlifting']",0.18515773117542267,False
20,Person miming a golf swing,['baseball swing'],0.5728375911712646,True
21,Dancing or moving rhythmically,['baseball swing'],0.22786206007003784,False
22,Person miming golf swing,['baseball swing'],0.5847073197364807,True
23,Pitching baseball from mound,['baseball swing'],0.5681642889976501,True
24,Playing baseball,['baseball swing'],0.7321667075157166,True
25,Baseball pitcher throwing pitch,['baseball swing'],0.5670747756958008,True
26,Dancing in living room,['baseball swing'],0.17590275406837463,False
27,Playing golf,['baseball swing'],0.532532274723053,True
28,Playing golf,['baseball swing'],0.532532274723053,True
29,Person talking on phone,['baseball swing'],0.11600621789693832,False
